Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
IBM BOB 2 - Workforce,2026-03,EMP3381,Operations,Operations,Operations Planner,PNG01,NT,Northern Territory Operations,15560.02,797.28,1603.26,0,17960.56,137.8,82.6,flights_supported,117,41881.47,153.51,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005276,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7604,FP&A,FP&A,Operations Planner,AUS01,IT,Information Technology,14244.91,2175.18,2560.42,0,18980.51,128.5,76.3,forecast_models,174,397033.35,109.08,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005277,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7259,Finance,Finance,Data Engineer,FJI01,CORP,Corporate Head Office,18825.88,553.73,2209.2,0,21588.81,178.6,58.7,close_tasks,300,491568.67,71.96,Low,Contractor dependency,Review allocation / approve exception,TXN005278,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1622,Finance,Finance,Operations Planner,NZL01,FIN,Finance & Accounting,17542.52,0,2978.25,0,20520.77,165.0,88.7,close_tasks,126,276454.07,162.86,Low,None,No action,TXN005279,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5222,IT,IT,Data Engineer,FJI01,ACT,Australian Capital Territory,15520.26,945.25,2188.18,0,18653.69,175.3,67.4,tickets_resolved,213,720673.31,87.58,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005280,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9392,IT,IT,Finance Analyst,PNG01,VIC,Victoria Operations,9149.45,0,1836.3,0,10985.75,168.2,89.3,tickets_resolved,294,450591.83,37.37,Low,High overtime,Review allocation / approve exception,TXN005281,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5379,FP&A,FP&A,Sales Manager,AUS01,WA,Western Australia Operations,11570.44,0,2770.79,10544.94,24886.17,137.3,71.7,forecast_models,225,235306.25,110.61,Low,None,No action,TXN005282,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2314,FP&A,FP&A,Revenue Analyst,PNG01,VIC,Victoria Operations,5723.49,449.1,1523.31,10592.26,18288.16,175.4,66.0,forecast_models,43,618293.08,425.31,Low,Low utilisation high cost,Review allocation / approve exception,TXN005283,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5479,Sales,Sales,Finance Analyst,NZL01,HR,Human Resources,5081.28,46.53,1260.01,0,6387.82,131.7,82.9,deals_supported,206,689560.6,31.01,Low,Contractor dependency,Review allocation / approve exception,TXN005284,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4837,Commercial,Commercial,Inventory Coordinator,FJI01,WA,Western Australia Operations,12170.66,0,1502.66,0,13673.32,160.7,55.6,revenue_cases,92,209475.34,148.62,Low,None,No action,TXN005285,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3584,Procurement,Procurement,Procurement Specialist,FJI01,SA,South Australia Operations,10640.63,0,759.29,0,11399.92,154.2,67.5,pos_processed,204,145879.37,55.88,Low,Contractor dependency,Review allocation / approve exception,TXN005286,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6373,IT,IT,FP&A Manager,AUS01,ACT,Australian Capital Territory,10562.28,1203.34,2601.06,0,14366.68,176.1,96.1,tickets_resolved,257,711491.75,55.9,High,Low utilisation high cost,Review allocation / approve exception,TXN005287,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3253,Customer Care,Customer Care,Operations Planner,NZL01,NT,Northern Territory Operations,15318.18,1989.55,1791.62,0,19099.35,183.1,75.2,cases_resolved,176,154395.26,108.52,Low,None,No action,TXN005288,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8730,Operations,Operations,Operations Planner,AUS01,R&D,Research & Development,12289.25,0,2366.11,2830.9,17486.26,152.5,59.2,flights_supported,189,65500.63,92.52,Medium,High overtime,Review allocation / approve exception,TXN005289,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2371,Operations,Operations,Operations Planner,PNG01,FIN,Finance & Accounting,11514.1,1952.37,1566.77,0,15033.24,160.9,95.9,flights_supported,262,716587.56,57.38,Low,Low utilisation high cost,Review allocation / approve exception,TXN005290,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2515,Finance,Finance,Controller,AUS01,WA,Western Australia Operations,5057.21,1301.64,1787.04,0,8145.89,163.5,84.3,close_tasks,287,291856.34,28.38,Low,Low utilisation high cost,Review allocation / approve exception,TXN005291,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6516,Finance,Finance,Controller,FJI01,R&D,Research & Development,14646.56,0,1708.2,8634.71,24989.47,138.2,73.9,close_tasks,164,132221.81,152.37,Medium,Contractor dependency,Review allocation / approve exception,TXN005292,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6360,Customer Care,Customer Care,Controller,AUS01,ACT,Australian Capital Territory,17240.39,2076.71,1656.69,10009.88,30983.67,122.2,73.2,cases_resolved,204,313684.06,151.88,High,High overtime,Review allocation / approve exception,TXN005293,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4526,IT,IT,Sales Manager,PNG01,VIC,Victoria Operations,10570.96,2106.96,2468.9,0,15146.82,151.6,86.2,tickets_resolved,100,544839.05,151.47,Low,Low utilisation high cost,Review allocation / approve exception,TXN005294,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3782,Finance,Finance,Operations Planner,NZL01,QLD,Queensland Operations,17775.62,1366.29,1715.16,0,20857.07,139.9,63.2,close_tasks,177,263377.55,117.84,Low,Low utilisation high cost,Review allocation / approve exception,TXN005295,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8634,IT,IT,Revenue Analyst,PNG01,TAS,Tasmania Operations,12285.18,0,1104.98,0,13390.16,151.8,67.6,tickets_resolved,101,189429.73,132.58,High,Low utilisation high cost,Review allocation / approve exception,TXN005296,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6274,Procurement,Procurement,Finance Analyst,FJI01,SA,South Australia Operations,19913.83,358.95,1792.99,0,22065.77,136.6,64.5,pos_processed,188,120999.87,117.37,High,None,No action,TXN005297,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3749,FP&A,FP&A,Customer Service Lead,AUS01,FIN,Finance & Accounting,6733.93,0,1179.34,0,7913.27,137.0,94.0,forecast_models,154,320404.56,51.38,Low,High overtime,Review allocation / approve exception,TXN005298,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1100,Finance,Finance,Revenue Analyst,AUS01,NSW,New South Wales Operations,6690.02,1153.39,1392.69,6218.51,15454.61,141.4,63.6,close_tasks,151,642073.44,102.35,Medium,None,No action,TXN005299,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7611,Commercial,Commercial,Operations Planner,PNG01,R&D,Research & Development,17475.17,0,2079.04,7960.65,27514.86,161.6,56.2,revenue_cases,141,236632.74,195.14,High,None,No action,TXN005300,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3365,Customer Care,Customer Care,Finance Analyst,AUS01,TAS,Tasmania Operations,8450.09,1162.76,1454.51,0,11067.36,141.9,76.4,cases_resolved,197,513534.49,56.18,High,None,No action,TXN005301,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7512,Commercial,Commercial,Controller,FJI01,ACT,Australian Capital Territory,18836.36,697.07,969.23,6873.59,27376.25,163.5,94.0,revenue_cases,190,598189.61,144.09,High,Contractor dependency,Review allocation / approve exception,TXN005302,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1819,Commercial,Commercial,Sales Manager,FJI01,NSW,New South Wales Operations,5240.08,1338.63,1568.11,0,8146.82,130.6,68.5,revenue_cases,46,744902.51,177.1,High,High overtime,Review allocation / approve exception,TXN005303,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8315,Commercial,Commercial,Finance Analyst,AUS01,WA,Western Australia Operations,11154.37,587.39,513.64,0,12255.4,158.4,85.9,revenue_cases,294,258623.69,41.69,Low,None,No action,TXN005304,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6237,Finance,Finance,Revenue Analyst,AUS01,WA,Western Australia Operations,10353.46,288.77,923.46,2114.3,13679.99,127.4,91.9,close_tasks,281,576948.05,48.68,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005305,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1503,Finance,Finance,Sales Manager,NZL01,IT,Information Technology,6276.16,2151.62,2328.59,0,10756.37,122.1,59.8,close_tasks,64,53820.21,168.07,Low,Low utilisation high cost,Review allocation / approve exception,TXN005306,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6439,Sales,Sales,Finance Analyst,AUS01,CORP,Corporate Head Office,5039.91,0,2987.95,0,8027.86,155.7,91.5,deals_supported,282,744436.37,28.47,High,Contractor dependency,Review allocation / approve exception,TXN005307,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3045,Procurement,Procurement,Revenue Analyst,AUS01,CORP,Corporate Head Office,19930.76,0,2938.05,0,22868.81,151.8,84.8,pos_processed,136,324919.74,168.15,Medium,None,No action,TXN005308,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4003,Commercial,Commercial,Procurement Specialist,NZL01,NSW,New South Wales Operations,19455.19,0,2526.18,0,21981.37,162.1,70.6,revenue_cases,184,311770.91,119.46,Low,Low utilisation high cost,Review allocation / approve exception,TXN005309,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2252,Commercial,Commercial,Customer Service Lead,NZL01,SA,South Australia Operations,7041.36,2136.84,2946.77,0,12124.97,135.4,91.9,revenue_cases,130,287617.22,93.27,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005310,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3359,Customer Care,Customer Care,Operations Planner,FJI01,VIC,Victoria Operations,14538.91,1526.36,1815.78,12071.82,29952.87,131.5,69.5,cases_resolved,233,592889.21,128.55,Low,Contractor dependency,Review allocation / approve exception,TXN005311,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9788,FP&A,FP&A,Finance Analyst,NZL01,ACT,Australian Capital Territory,19357.6,461.22,2870.37,10833.03,33522.22,174.0,63.5,forecast_models,65,787015.07,515.73,High,Low utilisation high cost,Review allocation / approve exception,TXN005312,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7736,Sales,Sales,Data Engineer,NZL01,VIC,Victoria Operations,10547.01,390.6,1081.35,0,12018.96,146.9,69.1,deals_supported,77,154148.91,156.09,Medium,Contractor dependency,Review allocation / approve exception,TXN005313,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8790,Finance,Finance,Data Engineer,PNG01,CORP,Corporate Head Office,7336.71,1576.72,2696.79,0,11610.22,177.5,73.1,close_tasks,122,465657.72,95.17,Medium,Contractor dependency,Review allocation / approve exception,TXN005314,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1932,Procurement,Procurement,Controller,NZL01,R&D,Research & Development,8644.57,2278.54,1439.28,4646.63,17009.02,136.4,73.2,pos_processed,79,727686.74,215.3,Medium,Contractor dependency,Review allocation / approve exception,TXN005315,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2400,Finance,Finance,Revenue Analyst,FJI01,CORP,Corporate Head Office,14075.62,2337.64,1703.91,12819.62,30936.79,140.4,75.1,close_tasks,121,556568.61,255.68,Low,Contractor dependency,Review allocation / approve exception,TXN005316,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7575,FP&A,FP&A,Customer Service Lead,PNG01,SA,South Australia Operations,10611.38,0,2700.93,0,13312.31,167.8,85.5,forecast_models,189,335642.47,70.44,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005317,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5133,IT,IT,Sales Manager,PNG01,NSW,New South Wales Operations,9776.82,0.45,2323.05,4455.59,16555.91,168.1,73.0,tickets_resolved,85,31717.6,194.78,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005318,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2026,Customer Care,Customer Care,Operations Planner,AUS01,MKT,Marketing & Sales,10930.5,2016.31,1227.99,0,14174.8,179.3,65.2,cases_resolved,55,491301.21,257.72,High,Contractor dependency,Review allocation / approve exception,TXN005319,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5818,Operations,Operations,Inventory Coordinator,FJI01,IT,Information Technology,12681.88,1085.84,1533.83,13161.04,28462.59,143.7,62.2,flights_supported,261,209499.74,109.05,High,None,No action,TXN005320,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9694,IT,IT,Procurement Specialist,NZL01,WA,Western Australia Operations,19286.43,1751.66,2844.19,0,23882.28,126.3,87.5,tickets_resolved,137,622607.78,174.32,High,None,No action,TXN005321,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5428,Customer Care,Customer Care,FP&A Manager,PNG01,WA,Western Australia Operations,17217.12,739.69,2373.96,14749.74,35080.51,150.8,73.2,cases_resolved,76,333557.28,461.59,Medium,Contractor dependency,Review allocation / approve exception,TXN005322,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4989,IT,IT,Revenue Analyst,NZL01,OPS,Operations & Logistics,16571.96,2438.84,1180.26,0,20191.06,131.5,76.8,tickets_resolved,143,250572.6,141.2,High,None,No action,TXN005323,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2541,Operations,Operations,Data Engineer,AUS01,MKT,Marketing & Sales,6773.3,542.94,1148.33,10937.6,19402.17,121.2,60.4,flights_supported,257,708128.38,75.49,Medium,None,No action,TXN005324,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8804,Procurement,Procurement,FP&A Manager,PNG01,FIN,Finance & Accounting,6981.04,913.0,1231.18,0,9125.22,160.4,68.7,pos_processed,258,176165.27,35.37,Low,High overtime,Review allocation / approve exception,TXN005325,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7574,IT,IT,Procurement Specialist,AUS01,FIN,Finance & Accounting,9134.09,584.85,1173.19,0,10892.13,181.6,90.5,tickets_resolved,137,458572.13,79.5,Medium,Contractor dependency,Review allocation / approve exception,TXN005326,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4241,Finance,Finance,Controller,NZL01,TAS,Tasmania Operations,16609.12,0,1165.39,0,17774.51,152.5,56.3,close_tasks,298,270734.28,59.65,High,Contractor dependency,Review allocation / approve exception,TXN005327,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5154,Commercial,Commercial,Sales Manager,AUS01,VIC,Victoria Operations,7832.63,1728.17,977.24,12313.6,22851.64,138.0,95.3,revenue_cases,289,373684.48,79.07,High,None,No action,TXN005328,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7097,Sales,Sales,Inventory Coordinator,FJI01,WA,Western Australia Operations,13295.9,1429.73,2091.86,0,16817.49,127.4,74.2,deals_supported,136,41363.43,123.66,Medium,None,No action,TXN005329,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4489,Operations,Operations,Data Engineer,AUS01,WA,Western Australia Operations,10001.29,2313.13,2469.67,2161.33,16945.42,168.9,89.2,flights_supported,162,250768.44,104.6,High,Contractor dependency,Review allocation / approve exception,TXN005330,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2491,Finance,Finance,Data Engineer,NZL01,CORP,Corporate Head Office,18881.73,0,2778.57,0,21660.3,155.3,88.2,close_tasks,126,335600.45,171.91,Low,High overtime,Review allocation / approve exception,TXN005331,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5936,Customer Care,Customer Care,Procurement Specialist,FJI01,CORP,Corporate Head Office,8543.59,2060.32,2328.28,0,12932.19,183.5,92.2,cases_resolved,232,135484.39,55.74,Low,None,No action,TXN005332,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2401,FP&A,FP&A,Finance Analyst,PNG01,ACT,Australian Capital Territory,9480.97,669.28,1671.76,0,11822.01,120.5,55.5,forecast_models,195,473150.55,60.63,High,High overtime,Review allocation / approve exception,TXN005333,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6852,Procurement,Procurement,Customer Service Lead,PNG01,FIN,Finance & Accounting,8673.95,0,1571.14,0,10245.09,163.9,76.5,pos_processed,248,208424.55,41.31,High,High overtime,Review allocation / approve exception,TXN005334,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8095,Operations,Operations,Sales Manager,FJI01,MKT,Marketing & Sales,10986.03,0,2012.44,10188.3,23186.77,142.6,67.1,flights_supported,224,771231.56,103.51,Low,Low utilisation high cost,Review allocation / approve exception,TXN005335,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
